commit,parent_commit,timestamp,status,hypothesis,prediction,config_diff,primary_metric,delta_vs_parent,verdict_allocator,allocator_p_value,allocator_ci_low,allocator_ci_high,verdict_ndcg,classifier_primary_metric,classifier_delta_vs_parent,verdict_gate,gate_p_value,gate_ci_low,gate_ci_high,verdict_gate_return,stability_std,stability_min,metadata_path,override_reason,note,error
58fde258,c7602580,2026-06-23T23:10:02+00:00,success,"A short 5-bar EMA gives the ranker a faster trend carrier alongside [8,21]",ranker top-k net return up vs c7602580,"model_features.ranker.ema_windows: [8, 21] -> [5, 8, 21]",0.00262724519638,-0.000223323396006,significant_regression,0.00685584274125,-0.000419837106806,-6.70292676474e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00915574692324,-0.00193318143576,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T230841669287Z/metadata.json,,,
4918acc6,c7602580,2026-06-23T23:12:05+00:00,success,Re-adding the long 20 cross-sectional return window may interact differently under the champion's vol_quality prune + 300 trees than it did off baseline,ranker top-k net return up vs c7602580 if the interaction is favorable,"model_features.ranker.cs_return_windows: [5, 10] -> [5, 10, 20]",0.00263481717561,-0.000215751416777,significant_regression,0.0142915937842,-0.000413596159295,-4.41041082341e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00913429197049,-0.00202454511191,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T231044380049Z/metadata.json,,,
11e4de9a,c7602580,2026-06-23T23:16:30+00:00,success,"A longer 100-bar SMA gives the ranker a slow-trend regime carrier alongside [20,50]",ranker top-k net return up vs c7602580,"model_features.ranker.sma_windows: [20, 50] -> [20, 50, 100]",0.00260435133364,-0.000246217258747,significant_regression,0.0181085468546,-0.000470980683414,-6.46473880412e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00933549951657,-0.00174029911664,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T231207727122Z/metadata.json,,,
a97fe714,c7602580,2026-06-23T23:21:22+00:00,success,"A longer 40-bar drawdown window adds a slower stress carrier vs the champion's [10,20]",ranker top-k net return up vs c7602580,"model_features.ranker.drawdown_windows: [10, 20] -> [10, 20, 40]",0.00275379152863,-9.67770637558e-05,within_noise,0.30729592938,-0.000326498079902,7.79585189857e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00925807334493,-0.00200430599817,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T231633127235Z/metadata.json,,,
6a9b8fe5,c7602580,2026-06-23T23:23:14+00:00,success,min_data_in_leaf 30 sits between the tested 20 (best) and 50 (worse) and may edge out 20,ranker top-k net return near or above c7602580,ranker.min_data_in_leaf: 20 -> 30,0.00247756231771,-0.000373006274679,significant_regression,0.000711119167536,-0.000623325758081,-0.000170605152056,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00914564418821,-0.00192735169178,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T232204140702Z/metadata.json,,,
df3c5b25,c7602580,2026-06-23T23:24:30+00:00,success,num_leaves 27 is a finer step toward regularization than the 23 that significantly regressed; may match 31,ranker top-k net return near c7602580,ranker.num_leaves: 31 -> 27,0.00277636537271,-7.4203219671e-05,within_noise,0.333011531525,-0.000233003353254,6.1204802457e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00916258414847,-0.00161770938183,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T232317416777Z/metadata.json,,,
60c1a1cf,c7602580,2026-06-23T23:25:52+00:00,success,"Lowering the top two relevance boundaries to [0.7,0.85] widens the top grades the ranker optimizes for the traded basket",ranker top-k net return up vs c7602580,"ranker.relevance_bins: [-Infinity, 0.5, 0.75, 0.9, Infinity] -> [-Infinity, 0.5, 0.7, 0.85, Infinity]",0.00260248157882,-0.000248087013568,within_noise,0.0818349937951,-0.00058583896732,3.60646509792e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00891222778363,-0.00220600456945,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T232432494247Z/metadata.json,,,
9ec2923e,c7602580,2026-06-23T23:27:30+00:00,success,"A mid 13-bar EMA fills the gap between the champion's [8,21] trend carriers",ranker top-k net return up vs c7602580,"model_features.ranker.ema_windows: [8, 21] -> [8, 13, 21]",0.00278339369073,-6.71749016534e-05,within_noise,0.351151375076,-0.000244783314687,0.000104421374286,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00909248646233,-0.00158323182075,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T232615458714Z/metadata.json,,,
f83b933e,c7602580,2026-06-23T23:28:53+00:00,success,Adding a 2-bar own-stock return window gives finer near-term momentum without going as short as the walled cs 3-bar,ranker top-k net return up vs c7602580,"model_features.ranker.return_windows: [1, 3, 5, 10] -> [1, 2, 3, 5, 10]",0.00254969188825,-0.000300876704133,significant_regression,0.0010247083439,-0.000506228256419,-0.000131126594334,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00912717539278,-0.00227181019356,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T232732552031Z/metadata.json,,,
44c09b9e,c7602580,2026-06-23T23:30:08+00:00,success,A longer 42-bar sector-return window adds a slower sector-context carrier alongside [21],ranker top-k net return up vs c7602580,"model_features.ranker.sector_return_windows: [21] -> [21, 42]",0.00280162584292,-4.89427494607e-05,within_noise,0.59607545065,-0.000244588071756,0.000149210634316,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00918655634586,-0.00147740701447,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T232855487846Z/metadata.json,,,
71260635,c7602580,2026-06-23T23:50:34+00:00,success,"Stacking the three free/neutral prunes (signals are inert under the BGU gate, volatility prune was neutral, sector_return prune was a small positive) yields a maximally lean ranker whose variance reduction adds up to a detectable top-k gain","ranker top-k net return up vs c7602580, stab_std down","model_features.ranker.include_signals: true -> false; model_features.ranker.sector_return_windows: [21] -> []; model_features.ranker.volatility_windows: [5, 10, 20] -> []",0.00282267182121,-2.78967711747e-05,within_noise,0.722717386318,-0.000258288809567,0.00018094146219,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00924129367468,-0.00142537626746,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T234915727202Z/metadata.json,,,
88940c46,c7602580,2026-06-23T23:51:35+00:00,success,"The two own-stock stress carriers (drawdown, overextension) are redundant noise families; pruning both leans the carrier set the same way volume_quality did","ranker top-k net return up or flat vs c7602580, stab_std down","model_features.ranker.drawdown_windows: [10, 20] -> []; model_features.ranker.overextension_windows: [10, 20] -> []",0.00256353936551,-0.00028702922687,significant_regression,0.0221749081601,-0.000577555997536,-4.97133908614e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00879492502353,-0.00235417139192,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T235036878897Z/metadata.json,,,
a452a064,c7602580,2026-06-23T23:52:58+00:00,success,"The runup windows [1,3,10] are short-horizon momentum noise the cross-sectional returns already capture; pruning them entirely is a fresh untouched-dimension lean",ranker top-k net return up or flat vs c7602580,"model_features.ranker.runup_windows: [1, 3, 10] -> []",0.00269701008812,-0.000153558504266,within_noise,0.0946273051097,-0.000366826594743,3.21331784066e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00919796618728,-0.00180743191925,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T235137616658Z/metadata.json,,,
b9bb71ba,c7602580,2026-06-23T23:54:42+00:00,success,"Wide leaves regressed alone because each leaf overfits; pairing num_leaves 63 with min_data_in_leaf 40 enforces enough support per leaf to exploit the extra capacity (joint regime, untested as a pair)",ranker top-k net return up vs c7602580 where num_leaves 63 alone was flat,ranker.min_data_in_leaf: 20 -> 40; ranker.num_leaves: 31 -> 63,0.00269902576575,-0.000151542826632,within_noise,0.153329822062,-0.000385747180516,6.14600908393e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00918445890199,-0.00137935030679,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T235326155435Z/metadata.json,,,
04c23043,c7602580,2026-06-23T23:56:08+00:00,success,"500 trees overfit alone, but halving the learning rate to 0.03 slows each tree's contribution so the larger ensemble averages rather than memorizes (classic slow-and-deep boosting regime)",ranker top-k net return at or above c7602580 where 500 trees alone significantly regressed,ranker.learning_rate: 0.05 -> 0.03; ranker.n_estimators: 300 -> 500,0.00266326886401,-0.000187299728374,significant_regression,0.0359230069438,-0.000393473140452,-2.51715011517e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00924004388351,-0.00177350297328,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T235445449412Z/metadata.json,,,
348678d8,c7602580,2026-06-23T23:57:25+00:00,success,An explicit shallow depth cap (max_depth 6) on a wider leaf budget (num_leaves 50) forces balanced shallow splits that generalize better than the unconstrained -1 depth on the BGU basket,ranker top-k net return up vs c7602580,ranker.max_depth: -1 -> 6; ranker.num_leaves: 31 -> 50,0.00272832687257,-0.000122241719814,within_noise,0.261227530826,-0.000366277426314,8.92890389626e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00927851602798,-0.00143785891989,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T235610664314Z/metadata.json,,,
15b61e95,c7602580,2026-06-23T23:59:24+00:00,success,"BGU+SI is a fat-tail squeeze signal, so giving the very top of the target distribution its own grade (extra 0.97 edge) lets LambdaRank concentrate ranking effort on the extreme winners that drive top-k P&L","ranker top-k net return up vs c7602580, basket P95/max up","ranker.relevance_bins: [-Infinity, 0.5, 0.75, 0.9, Infinity] -> [-Infinity, 0.5, 0.75, 0.9, 0.97, Infinity]",0.0027663429068,-8.42256855803e-05,within_noise,0.322075855366,-0.000314606333951,0.00011302898893,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.0092982633326,-0.00211395231815,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T235807404761Z/metadata.json,,,
221d82d0,c7602580,2026-06-24T00:00:47+00:00,success,"Concentrating all grade resolution in the upper half of the target ([0.6,0.8,0.95]) and ignoring fine structure in the bottom (which we never trade) focuses LambdaRank entirely on top-basket ordering",ranker top-k net return up vs c7602580,"ranker.relevance_bins: [-Infinity, 0.5, 0.75, 0.9, Infinity] -> [-Infinity, 0.6, 0.8, 0.95, Infinity]",0.00258763727859,-0.000262931313793,significant_regression,0.0321353348211,-0.000530982825498,-3.18023771797e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00880099886272,-0.00220311183261,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260623T235926725278Z/metadata.json,,,
3edc9121,c7602580,2026-06-24T00:02:08+00:00,success,"A finer six-grade ladder gives the ranker smoother relevance gradients across the whole distribution, improving rank consistency (IC) and reducing fold dispersion","ranker top-k net return up or flat vs c7602580, IC info-ratio up, stab_std down","ranker.relevance_bins: [-Infinity, 0.5, 0.75, 0.9, Infinity] -> [-Infinity, 0.3, 0.5, 0.7, 0.85, 0.95, Infinity]",0.00258087642079,-0.000269692171591,within_noise,0.0536696438619,-0.000574457914805,-4.17949295801e-06,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00898825297228,-0.00172458817459,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T000049778320Z/metadata.json,,,
ca34805e,c7602580,2026-06-24T00:03:56+00:00,success,"cs_return's edge lives at the short [5,10] horizon; shifting cs_volatility to the same [5,10] horizon (not adding a 3-bar, which regressed) aligns the cross-sectional dispersion signal with the winning return horizon",ranker top-k net return up vs c7602580,"model_features.ranker.cs_volatility_windows: [10, 20] -> [5, 10]",0.00266614384361,-0.000184424748778,significant_regression,0.0364278511385,-0.000374499729012,-2.76151164981e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00937175312688,-0.0023088245687,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T000239998540Z/metadata.json,,,
1f9812c5,c7602580,2026-06-24T00:05:15+00:00,success,"Matching cs_volume_quality to the winning [5,10] horizon gives the ranker fresh cross-sectional liquidity context aligned with the return signal",ranker top-k net return up vs c7602580,"model_features.ranker.cs_volume_quality_windows: [10, 20] -> [5, 10]",0.00264297940677,-0.000207589185615,within_noise,0.0840427527308,-0.000461123912151,-6.49920197066e-06,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00886791661858,-0.00165969780875,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T000359328601Z/metadata.json,,,
f47c1909,c7602580,2026-06-24T00:06:34+00:00,success,"A fully coherent short-horizon cross-sectional regime (cs_return already [5,10], plus cs_volatility and cs_volume_quality both shifted to [5,10]) lets the three cross-sectional carriers reinforce at one horizon",ranker top-k net return up vs c7602580 more than either shift alone,"model_features.ranker.cs_volatility_windows: [10, 20] -> [5, 10]; model_features.ranker.cs_volume_quality_windows: [10, 20] -> [5, 10]",0.00260598100796,-0.00024458758442,within_noise,0.063140048186,-0.000543946543849,1.67109529055e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00895567627982,-0.00134347827689,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T000518328627Z/metadata.json,,,
25ff4af9,c7602580,2026-06-24T00:12:05+00:00,success,"Trimming carriers hurts, so the ranker is capacity-hungry; adding a long 100-bar relative-volume window gives it a slow-liquidity regime carrier it currently lacks",ranker top-k net return up vs c7602580,"model_features.ranker.relative_volume_windows: [20, 50] -> [20, 50, 100]",0.00264167840786,-0.000208890184526,within_noise,0.051279398414,-0.000470104480002,-6.47011832942e-06,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00913492866701,-0.00172202397133,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T000732462138Z/metadata.json,,,
9b73af5e,c7602580,2026-06-24T00:16:29+00:00,success,"Adding a 34-bar EMA extends the trend carriers to a slower horizon between the fast [8,21] and the SMA [20,50] without the short-EMA noise that regressed",ranker top-k net return up vs c7602580,"model_features.ranker.ema_windows: [8, 21] -> [8, 21, 34]",0.00262127953181,-0.000229289060579,significant_regression,0.0198597206407,-0.000420926027736,-4.78201361751e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.009044148317,-0.00157580166669,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T001208323287Z/metadata.json,,,
f3049702,c7602580,2026-06-24T00:17:50+00:00,success,"A short 10-bar SMA (long-add 100 regressed, so test the short side) gives a faster trend carrier alongside [20,50]",ranker top-k net return up vs c7602580,"model_features.ranker.sma_windows: [20, 50] -> [10, 20, 50]",0.00283867461974,-1.18939726413e-05,within_noise,0.844392114434,-0.000201868279425,0.000168578516168,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00910981305309,-0.00188376137652,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T001632061399Z/metadata.json,,,
de08c4c0,c7602580,2026-06-24T00:19:55+00:00,success,"The three least-damaging directions probed (short SMA add [10,20,50], mild sector [10,21], and a touch more trees) may interact favorably even though each was individually flat — a richer-carrier regime the ranker can exploit jointly",ranker top-k net return up vs c7602580 more than any of the three alone,"model_features.ranker.sector_return_windows: [21] -> [10, 21]; model_features.ranker.sma_windows: [20, 50] -> [10, 20, 50]; ranker.n_estimators: 300 -> 325",0.0029064909884,5.59223960192e-05,within_noise,0.4813879919,-9.34385207915e-05,0.000214562721356,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00921474362606,-0.00141829652946,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T001832988358Z/metadata.json,,,
d5c051b4,c7602580,2026-06-24T00:21:14+00:00,success,"A 5-bar runup carrier added to [1,3,10] gives finer near-term momentum resolution (pruning runup hurt, so the family is load-bearing; extend rather than trim)",ranker top-k net return up vs c7602580,"model_features.ranker.runup_windows: [1, 3, 10] -> [1, 3, 5, 10]",0.00264934838037,-0.000201220212013,significant_regression,0.0233934824877,-0.000386392659908,-3.4436801829e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00908448536396,-0.00180729199383,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T001958231220Z/metadata.json,,,
58d32078,c7602580,2026-06-24T00:22:35+00:00,success,A long 40-bar overextension window (short-add 5 was flat-to-negative) adds a slow mean-reversion stress carrier the champion lacks,ranker top-k net return up vs c7602580,"model_features.ranker.overextension_windows: [10, 20] -> [10, 20, 40]",0.00279281560549,-5.7752986891e-05,within_noise,0.574205109127,-0.000229528838236,0.000105095818119,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00908341127664,-0.00133761864537,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T002117180872Z/metadata.json,,,
10ec6148,de08c4c0,2026-06-24T00:24:33+00:00,success,"Ablation: reverting the SMA add back to [20,50] isolates whether the short 10-bar SMA carried the stack's gain","if SMA carried it, top-k drops back toward c7602580; if not, stays near de08c4c0","model_features.ranker.sma_windows: [10, 20, 50] -> [20, 50]",0.00281074109909,-9.5749889312e-05,within_noise,0.225535672469,-0.000269950984327,6.39100054378e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00914789239691,-0.00191310041279,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T002312989764Z/metadata.json,,,
265a2a8f,de08c4c0,2026-06-24T00:26:00+00:00,success,Ablation: reverting the sector add back to [21] isolates whether the 10-bar sector context carried the stack's gain,"if sector carried it, top-k drops back toward c7602580; if not, stays near de08c4c0","model_features.ranker.sector_return_windows: [10, 21] -> [21]",0.00281080920875,-9.5681779658e-05,within_noise,0.309386820597,-0.000309847704874,0.000100311087095,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.0091082590031,-0.00189637550778,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T002436126029Z/metadata.json,,,
8ac246f3,de08c4c0,2026-06-24T00:27:17+00:00,success,Ablation: reverting n_estimators back to 300 isolates whether the extra 25 trees carried the stack's gain,"if the trees carried it, top-k drops back toward c7602580; if not, stays near de08c4c0",ranker.n_estimators: 325 -> 300,0.00289517332033,-1.13176680746e-05,within_noise,0.639761674436,-5.01454128674e-05,3.14270265999e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.0092246922962,-0.00142477184393,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T002602844248Z/metadata.json,,,
1496bc01,de08c4c0,2026-06-24T00:29:14+00:00,success,"The sma+sector synergy is about adding a short-horizon context view; pushing the sector window even shorter to [5,21] may compound the effect",ranker top-k net return up vs de08c4c0,"model_features.ranker.sector_return_windows: [10, 21] -> [5, 21]",0.00278890109231,-0.000117589896091,within_noise,0.257520696594,-0.000314547883435,8.70347474072e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00907807486723,-0.00165724356517,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T002755600755Z/metadata.json,,,
657f345b,de08c4c0,2026-06-24T00:30:39+00:00,success,"A richer short-sector ladder [5,10,21] gives the synergy more cross-sectional context resolution at the short horizon that is carrying the gain",ranker top-k net return up vs de08c4c0,"model_features.ranker.sector_return_windows: [10, 21] -> [5, 10, 21]",0.00268821772194,-0.000218273266468,significant_regression,0.00980281804245,-0.000399576361358,-6.46574642623e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00913932577192,-0.00211980094645,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T002916827379Z/metadata.json,,,
815fcd47,de08c4c0,2026-06-24T00:32:04+00:00,success,"Mirroring the short-context theme on the trend side by shifting the added SMA from 10 to 5 ([5,20,50]) tests whether even fresher trend context compounds with the short sector add",ranker top-k net return up vs de08c4c0,"model_features.ranker.sma_windows: [10, 20, 50] -> [5, 20, 50]",0.00269871319458,-0.000207777793824,significant_regression,0.0214239593492,-0.00039035181196,-4.74009592232e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00900714713995,-0.00173626037492,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T003041924778Z/metadata.json,,,
4792edd1,de08c4c0,2026-06-24T00:40:12+00:00,success,The gain comes from reinforcing horizon-10 context across feature families (trend SMA + sector); adding a 10-bar relative-volume window introduces a third horizon-10 context that may compound the synergy,ranker top-k net return up vs de08c4c0,"model_features.ranker.relative_volume_windows: [20, 50] -> [10, 20, 50]",0.00276307572273,-0.000143415265678,within_noise,0.0570452134174,-0.000316733745833,7.19204137591e-07,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00910641765175,-0.00145111185087,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T003845873376Z/metadata.json,,,
ed60d9f2,de08c4c0,2026-06-24T00:41:35+00:00,success,Isolating the carrier: dropping the 21 anchor so sector is [10] only tests whether the 10-bar sector window alone carries the synergy or needs the 21 partner,"if the 10-bar carries it, stays near de08c4c0; if the 21 anchor matters, regresses","model_features.ranker.sector_return_windows: [10, 21] -> [10]",0.00279340972804,-0.000113081260367,within_noise,0.168282277746,-0.000281180584358,5.05346594098e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00920476120128,-0.00159227559084,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T004015078435Z/metadata.json,,,
de1f1d1c,de08c4c0,2026-06-24T00:43:00+00:00,success,"The two added carriers give the ranker more usable splits, so a slightly larger leaf budget (num_leaves 36) lets it exploit the richer feature set without the overfit that 63 caused",ranker top-k net return up vs de08c4c0,ranker.num_leaves: 31 -> 36,0.00283519239276,-7.1298595639e-05,within_noise,0.366747393975,-0.000246849591592,7.58667976257e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00904727185044,-0.00167569041011,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T004137978783Z/metadata.json,,,
f9161698,de08c4c0,2026-06-24T00:54:41+00:00,success,The two added carriers give the ensemble more signal to average; with the richer feature set 350 trees may now help where it regressed in the leaner champion context,ranker top-k net return up vs de08c4c0,ranker.n_estimators: 325 -> 350,0.00293326668474,2.67756963362e-05,within_noise,0.444591432253,-3.86480526839e-05,9.2637263807e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00918795782652,-0.00149109476093,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T005255098623Z/metadata.json,,,
ff30d043,de08c4c0,2026-06-24T00:56:12+00:00,success,"The new mechanism lifts per-trade magnitude (tail capture), so giving the extreme top its own relevance grade (0.97 edge) may now help where it was flat in the leaner champion context","ranker top-k net return up vs de08c4c0, basket P95/max up","ranker.relevance_bins: [-Infinity, 0.5, 0.75, 0.9, Infinity] -> [-Infinity, 0.5, 0.75, 0.9, 0.97, Infinity]",0.00263965035163,-0.000266840636771,significant_regression,0.0336061306778,-0.000522437510698,-5.17545565588e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00877802033521,-0.00224764026099,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T005444920335Z/metadata.json,,,
42970612,de08c4c0,2026-06-24T00:57:39+00:00,success,"Aligning the fast trend carrier to the horizon-10 theme by shifting the EMA from 8 to 10 ([10,21]) reinforces the horizon-10 context that is driving the gain",ranker top-k net return up vs de08c4c0,"model_features.ranker.ema_windows: [8, 21] -> [10, 21]",0.00272822948872,-0.00017826149968,significant_regression,0.0181313184265,-0.000339440474709,-3.49549672929e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00909419913011,-0.00218260684831,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T005615362376Z/metadata.json,,,
ca71bba1,f9161698,2026-06-24T01:04:58+00:00,success,The richer two-carrier feature set shifted the tree-count optimum upward (350 beat 325); 400 trees may extend the now-favorable ridge,ranker top-k net return up vs f9161698,ranker.n_estimators: 350 -> 400,0.00282856828291,-0.000104698401828,within_noise,0.0989112690649,-0.000230765342794,1.48276525743e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00918607740788,-0.00150441414413,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T010329924933Z/metadata.json,,,
a5873239,f9161698,2026-06-24T01:06:23+00:00,success,375 is a finer step on the upward tree ridge and may sit at the peak between 350 and 400,ranker top-k net return at or above f9161698,ranker.n_estimators: 350 -> 375,0.00285043788061,-8.28288041331e-05,within_noise,0.0982281492327,-0.000183979401003,2.90583919862e-07,significant_regression,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00921375994744,-0.00149109476093,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T010501377907Z/metadata.json,,,
a0053931,f9161698,2026-06-24T01:07:54+00:00,success,"A slightly slower learning rate (0.04) paired with the larger 350-tree ensemble averages the richer carriers more smoothly (classic slow-and-many regime), extending the ridge",ranker top-k net return up vs f9161698,ranker.learning_rate: 0.05 -> 0.04,0.00281245978506,-0.000120806899684,within_noise,0.0846239754252,-0.00026323991543,9.18751094008e-06,significant_regression,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00910162804855,-0.00161589106203,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T010626342356Z/metadata.json,,,
d6ffa3de,f9161698,2026-06-24T01:15:43+00:00,success,With richer carriers and 350 trees the model can support finer leaves; min_data_in_leaf 15 lets it fit the BGU basket finer where 10 hurt in the leaner champion,ranker top-k net return up vs f9161698,ranker.min_data_in_leaf: 20 -> 15,0.0027439495219,-0.00018931716284,significant_regression,0.0368817215468,-0.000383137819706,-1.82625055416e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.0091538267877,-0.00200617612799,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T011418453896Z/metadata.json,,,
2ac37c5d,f9161698,2026-06-24T01:17:04+00:00,success,"Testing whether the sector long-anchor value matters: shifting [10,21] to [10,30] keeps the synergistic 10-bar but lengthens the partner; if 21 is special this regresses, if any long partner works it holds",ranker top-k net return at or near f9161698,"model_features.ranker.sector_return_windows: [10, 21] -> [10, 30]",0.00272702171275,-0.000206244971994,significant_regression,0.0132892972578,-0.000395492055739,-5.11033484767e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.0091194815062,-0.00219379886144,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T011545756712Z/metadata.json,,,
68d6d1d1,f9161698,2026-06-24T01:21:37+00:00,success,"Now that 350 trees reward richer carriers, a 4th long 100-bar SMA may add a slow-regime view that the larger ensemble can exploit (it regressed at 300 trees off the champion)",ranker top-k net return up vs f9161698,"model_features.ranker.sma_windows: [10, 20, 50] -> [10, 20, 50, 100]",0.00271140658842,-0.000221860096324,significant_regression,0.0184874443209,-0.000436844099949,-3.94418741092e-05,within_noise,0.0454843971929,0,within_noise,1,0,0,within_noise,0.00916306944902,-0.00171651496993,/Users/richard/Desktop/pp/finance/StockWatch/.research/research_runs/20260624T011706612521Z/metadata.json,,,
